Locode,Phrase,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,AvgMsv,Competition,CostPerClick
GB,seo jobs,590.0,480.0,480.0,590.0,590.0,720.0,590.0,590.0,390.0,720.0,590.0,480.0,590.0,0.418895845,1.213131
GB,seroquel,3600.0,4400.0,3600.0,3600.0,3600.0,3600.0,3600.0,5400.0,4400.0,4400.0,4400.0,4400.0,4400.0,0.000967359420832,
GB,sex shop,22200.0,22200.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,0.530887279,0.681724
GB,sharpstone grinder,90.0,110.0,110.0,90.0,140.0,110.0,110.0,110.0,170.0,110.0,110.0,110.0,110.0,0.26587301587302,0.26775000000000004
GB,shoes outlet,1900.0,1900.0,1300.0,880.0,880.0,1000.0,1000.0,880.0,720.0,720.0,720.0,1000.0,1000.0,0.8493802429999999,0.533061
GB,shredz,6600.0,5400.0,2400.0,1900.0,1600.0,1600.0,1600.0,1600.0,1300.0,1900.0,1300.0,1300.0,2400.0,0.14979879275654,0.094701
GB,side effect of ciprofloxacin,260.0,210.0,260.0,260.0,210.0,260.0,210.0,260.0,260.0,320.0,260.0,320.0,260.0,,
GB,silver flats,880.0,1000.0,1000.0,1000.0,880.0,720.0,720.0,480.0,590.0,880.0,720.0,1000.0,880.0,1.0,0.418678
GB,single malt,1300.0,1600.0,1600.0,1600.0,1600.0,1600.0,2400.0,2900.0,3600.0,1900.0,1600.0,1900.0,1900.0,0.8099412920000001,0.6964079999999999
GB,sink faucets,170.0,170.0,140.0,170.0,170.0,170.0,210.0,170.0,110.0,170.0,170.0,140.0,170.0,0.9990601503759399,1.66225
GB,skirts outfits,590.0,590.0,480.0,590.0,590.0,590.0,720.0,720.0,720.0,590.0,720.0,720.0,590.0,0.494763880656,0.401272
GB,skylar astin,6600.0,5400.0,5400.0,9900.0,5400.0,14800.0,9900.0,6600.0,9900.0,6600.0,6600.0,5400.0,8100.0,0.0005923407762230001,
GB,slate credit card,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.55102040816327,5.536798
GB,sleep number beds,320.0,260.0,260.0,260.0,210.0,170.0,210.0,170.0,320.0,720.0,590.0,260.0,320.0,0.7291556027615501,2.3557240000000004
GB,sleeveless hoodies,5400.0,5400.0,6600.0,5400.0,4400.0,4400.0,3600.0,3600.0,2900.0,3600.0,3600.0,5400.0,4400.0,1.0,0.6704439999999999
GB,slideshows,4400.0,4400.0,4400.0,4400.0,4400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,5400.0,0.15880113008229998,0.8215540000000001
GB,small toilets,1900.0,1600.0,1600.0,1600.0,1600.0,1900.0,1900.0,1600.0,1300.0,2400.0,1900.0,1900.0,1900.0,1.0,1.981884
GB,smoked salmon,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,9900.0,18100.0,9900.0,6600.0,8100.0,8100.0,0.581211221,0.766845
GB,snake eggs,880.0,1000.0,880.0,720.0,480.0,720.0,480.0,1000.0,480.0,720.0,590.0,880.0,720.0,0.07599137215862,0.568037
GB,snake venom antidote,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,0.167701863,
GB,snow chains,720.0,480.0,590.0,720.0,880.0,1600.0,2900.0,6600.0,12100.0,9900.0,4400.0,2400.0,3600.0,0.998668845,1.253101
GB,snow tires,110.0,210.0,140.0,170.0,170.0,210.0,210.0,590.0,480.0,480.0,210.0,140.0,260.0,1.0,1.623305
GB,snowboard jacket,1600.0,1000.0,1000.0,1600.0,2900.0,4400.0,8100.0,14800.0,12100.0,18100.0,9900.0,4400.0,6600.0,1.0,0.965222
GB,snowflake backgrounds,140.0,110.0,140.0,110.0,210.0,390.0,880.0,2900.0,4400.0,590.0,210.0,170.0,880.0,0.033222591362126005,
GB,snowmobiling pants,720.0,390.0,390.0,480.0,720.0,1000.0,1900.0,2900.0,3600.0,5400.0,2900.0,1900.0,1900.0,0.997997997998,0.8511690000000001
GB,social media sites,6600.0,5400.0,4400.0,4400.0,4400.0,5400.0,5400.0,4400.0,3600.0,5400.0,4400.0,4400.0,5400.0,0.14041621,2.042537
GB,soho restaurants,14800.0,18100.0,18100.0,18100.0,18100.0,22200.0,22200.0,27100.0,22200.0,27100.0,27100.0,27100.0,22200.0,0.044706947999999996,0.645346
GB,sours,201000.0,201000.0,74000.0,110000.0,135000.0,165000.0,135000.0,135000.0,165000.0,246000.0,201000.0,135000.0,165000.0,0.010526111999999999,0.138982
GB,spawars,170.0,170.0,170.0,140.0,140.0,140.0,140.0,140.0,90.0,170.0,140.0,210.0,140.0,0.0007037297677689999,
GB,specification,6600.0,6600.0,5400.0,3600.0,3600.0,6600.0,6600.0,6600.0,4400.0,6600.0,6600.0,8100.0,5400.0,0.002275769745649,
GB,sperry flip flops,10.0,20.0,20.0,30.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.9761904761904799,0.125646
GB,spiegel catalogue,10.0,20.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,20.0,30.0,20.0,0.28125,
GB,sports water bottle,2400.0,2900.0,2900.0,2400.0,2900.0,2900.0,2400.0,3600.0,3600.0,4400.0,3600.0,3600.0,2900.0,1.0,0.7001930000000001
GB,spring creek apartments,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,,
GB,squarespace template,1900.0,1600.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1900.0,1900.0,2400.0,1600.0,0.21237585943468001,0.974182
GB,squash plants,210.0,480.0,480.0,390.0,480.0,320.0,260.0,110.0,70.0,110.0,110.0,170.0,260.0,0.74418604651163,0.476749
GB,st judes,8100.0,8100.0,8100.0,6600.0,6600.0,8100.0,8100.0,8100.0,6600.0,8100.0,6600.0,8100.0,8100.0,0.051156948060223,0.7928759999999999
GB,st math login,10.0,10.0,0.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.07142857142857101,
GB,stannis baratheon,33100.0,40500.0,27100.0,18100.0,9900.0,6600.0,5400.0,5400.0,6600.0,8100.0,5400.0,5400.0,14800.0,0.0057887848585519985,0.29031999999999997
GB,star wars rogue one,165000.0,40500.0,40500.0,74000.0,90500.0,60500.0,90500.0,110000.0,550000.0,165000.0,60500.0,74000.0,135000.0,0.043204307,0.243734
GB,starbucks,201000.0,246000.0,246000.0,246000.0,201000.0,246000.0,246000.0,301000.0,246000.0,246000.0,246000.0,246000.0,246000.0,0.09303326599999999,0.260669
GB,starship,6600.0,6600.0,6600.0,8100.0,8100.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,0.013427773343973997,0.6872579999999999
GB,steak escape,10.0,10.0,20.0,10.0,10.0,10.0,20.0,10.0,10.0,20.0,10.0,20.0,10.0,,
GB,steel series,14800.0,12100.0,12100.0,12100.0,12100.0,12100.0,14800.0,18100.0,18100.0,14800.0,12100.0,12100.0,14800.0,0.24213154899999997,0.247174
GB,step 2 toy box,50.0,50.0,40.0,30.0,40.0,20.0,30.0,40.0,40.0,30.0,30.0,20.0,40.0,1.0,0.362657
GB,stephanie lopez,140.0,90.0,70.0,70.0,170.0,480.0,140.0,110.0,90.0,70.0,70.0,70.0,140.0,0.001785714285714,
GB,stone floors,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,1600.0,2900.0,2400.0,2900.0,2400.0,0.999640029,1.121478
GB,storm windows,390.0,320.0,320.0,390.0,390.0,480.0,590.0,720.0,480.0,590.0,480.0,390.0,480.0,0.4756139740000001,3.086134
GB,strawberry hill,3600.0,5400.0,3600.0,4400.0,4400.0,3600.0,4400.0,2900.0,2400.0,3600.0,2900.0,3600.0,3600.0,0.025320412999999996,1.516378
GB,strawberry park,110.0,170.0,140.0,320.0,260.0,50.0,50.0,30.0,30.0,40.0,70.0,70.0,110.0,0.036166365280289006,0.7113119999999999
GB,student loan forgiveness,590.0,720.0,480.0,590.0,720.0,720.0,590.0,480.0,590.0,720.0,720.0,720.0,590.0,0.365102951,5.0801680000000005
GB,subaru legacy for sale,590.0,590.0,480.0,590.0,590.0,590.0,590.0,590.0,590.0,720.0,590.0,590.0,590.0,0.5960591129999999,0.5196879999999999
GB,subway,246000.0,246000.0,246000.0,246000.0,246000.0,301000.0,246000.0,246000.0,246000.0,246000.0,450000.0,301000.0,246000.0,0.055800692000000006,0.914529
GB,sunshine dental,50.0,70.0,90.0,70.0,110.0,90.0,90.0,90.0,70.0,110.0,90.0,140.0,90.0,0.06462585034013599,0.73528
GB,suntrust careers,10.0,10.0,10.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
GB,superwinch,720.0,590.0,720.0,590.0,590.0,720.0,720.0,720.0,590.0,720.0,720.0,720.0,720.0,0.46557898925587,0.45426300000000003
GB,surepayroll login,10.0,20.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,,
GB,sw gas,260.0,320.0,260.0,260.0,320.0,320.0,320.0,260.0,210.0,320.0,260.0,260.0,260.0,0.047428571428571,3.322133
GB,symptoms of kidney disease,1900.0,1600.0,1300.0,1600.0,1600.0,1600.0,1900.0,1900.0,1600.0,2900.0,2900.0,3600.0,1900.0,0.157796958,0.346038
GB,talladega 500,10.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,20.0,10.0,0.035714285714286004,
GB,target car seat,20.0,30.0,10.0,20.0,10.0,20.0,20.0,10.0,20.0,30.0,20.0,20.0,20.0,0.29411764705882004,
GB,tater,720.0,720.0,590.0,720.0,720.0,720.0,720.0,1000.0,880.0,880.0,880.0,720.0,720.0,0.001422475,
GB,taupe dress,880.0,720.0,880.0,720.0,480.0,480.0,590.0,390.0,260.0,590.0,590.0,590.0,590.0,1.0,0.432694
GB,telepresence,880.0,880.0,720.0,720.0,720.0,880.0,880.0,1000.0,720.0,720.0,880.0,1000.0,880.0,0.402063092,6.5692699999999995
GB,television stand,90500.0,90500.0,74000.0,90500.0,90500.0,90500.0,110000.0,135000.0,135000.0,135000.0,90500.0,90500.0,110000.0,0.999708878,0.8020550000000001
GB,tennessee theatre,10.0,20.0,20.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,20.0,20.0,20.0,0.14285714285714002,0.453784
GB,tequila mix drink,50.0,70.0,50.0,70.0,70.0,50.0,30.0,30.0,90.0,40.0,40.0,30.0,50.0,0.10599078341014,
GB,tequila mix drink,50.0,70.0,50.0,70.0,70.0,50.0,30.0,30.0,90.0,40.0,40.0,30.0,50.0,0.10599078341014,
GB,tequila mixed drink,50.0,70.0,50.0,70.0,70.0,50.0,30.0,30.0,90.0,40.0,40.0,30.0,50.0,0.10599078341014,
GB,thames ferry,390.0,590.0,480.0,720.0,720.0,720.0,590.0,320.0,320.0,390.0,480.0,480.0,480.0,0.073044602,0.900874
GB,the division,301000.0,165000.0,110000.0,74000.0,49500.0,40500.0,49500.0,60500.0,60500.0,49500.0,49500.0,40500.0,90500.0,0.5009157989999999,0.14249699999999998
GB,the nature conservancy,5400.0,5400.0,4400.0,2400.0,2400.0,4400.0,5400.0,5400.0,4400.0,6600.0,5400.0,6600.0,4400.0,0.012704519511267,2.459298
GB,the rookie,1300.0,1600.0,1000.0,1300.0,1300.0,1000.0,2400.0,1600.0,1000.0,1000.0,1000.0,2400.0,1300.0,0.001907223,
GB,theatermania gold,,,,,,,,,,,,,10.0,,
GB,theresa may,40500.0,27100.0,550000.0,2240000.0,201000.0,246000.0,368000.0,368000.0,201000.0,550000.0,201000.0,368000.0,450000.0,0.006652683,2.437712
GB,thermal camera,4400.0,3600.0,2900.0,2900.0,2900.0,3600.0,5400.0,5400.0,4400.0,5400.0,4400.0,4400.0,4400.0,0.7352358959999999,2.211345
GB,thld stock,40.0,20.0,50.0,50.0,110.0,320.0,50.0,50.0,10.0,10.0,20.0,90.0,70.0,0.051364365971108,
GB,thrifty car rental,18100.0,22200.0,12100.0,4400.0,14800.0,22200.0,14800.0,3600.0,3600.0,14800.0,14800.0,14800.0,12100.0,0.21770753639289003,1.200287
GB,ticke,22200.0,22200.0,22200.0,22200.0,18100.0,22200.0,27100.0,27100.0,27100.0,27100.0,27100.0,22200.0,22200.0,0.20919229071649,0.426162
GB,tim hortons coffee,320.0,260.0,320.0,320.0,480.0,720.0,390.0,480.0,390.0,480.0,390.0,390.0,390.0,0.424457741,0.128406
GB,tire alignment costs,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,0.24175824175823998,0.138075
GB,tomatillo,3600.0,4400.0,3600.0,3600.0,6600.0,6600.0,4400.0,3600.0,2400.0,4400.0,3600.0,4400.0,4400.0,0.14585144402589,0.257734
GB,tree pictures,1000.0,1000.0,880.0,880.0,720.0,1000.0,1300.0,1300.0,880.0,1300.0,1000.0,1300.0,1000.0,0.9932703659976401,0.768891
GB,trump tower,12100.0,12100.0,9900.0,9900.0,27100.0,12100.0,22200.0,165000.0,27100.0,60500.0,22200.0,18100.0,33100.0,0.013356195,1.052714
GB,tsk,2400.0,2400.0,2400.0,22200.0,1900.0,2400.0,2400.0,2400.0,4400.0,2400.0,2400.0,2400.0,4400.0,0.006198098447466001,
GB,tss stock,90.0,110.0,70.0,50.0,20.0,30.0,30.0,10.0,10.0,10.0,70.0,30.0,40.0,0.037037037037037,
GB,tube hole,,,,,,,,,,,,,,,
GB,twin spires login,0.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
GB,twitter analytics,33100.0,33100.0,33100.0,33100.0,33100.0,33100.0,27100.0,33100.0,27100.0,33100.0,27100.0,33100.0,33100.0,0.23406863300000005,5.185480999999999
GB,u2,40500.0,40500.0,40500.0,33100.0,40500.0,49500.0,40500.0,40500.0,40500.0,135000.0,49500.0,49500.0,49500.0,0.05101546,1.467364
GB,uber,368000.0,368000.0,368000.0,368000.0,368000.0,368000.0,450000.0,450000.0,550000.0,450000.0,450000.0,450000.0,368000.0,0.292247765,1.487631
GB,under armour promo code,480.0,480.0,590.0,720.0,720.0,720.0,880.0,1300.0,1300.0,1000.0,720.0,880.0,880.0,0.241685144,1.025102
GB,univer,2400.0,2900.0,2900.0,2400.0,2400.0,2900.0,3600.0,2900.0,1900.0,2400.0,2400.0,2400.0,2400.0,0.006832797427652,0.0374
GB,unlv football schedule,10.0,10.0,10.0,10.0,20.0,50.0,30.0,40.0,10.0,10.0,10.0,10.0,20.0,,
GB,us inflation rates,590.0,480.0,320.0,260.0,390.0,480.0,480.0,720.0,480.0,720.0,720.0,720.0,480.0,0.009005321326238,1.6866450000000002
GB,usc transfer,10.0,10.0,10.0,10.0,20.0,20.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,0.025210084033613,
GB,usd jpy,6600.0,5400.0,6600.0,6600.0,8100.0,6600.0,5400.0,12100.0,8100.0,9900.0,8100.0,9900.0,8100.0,0.142366278,5.851097
GB,used hondas,170.0,170.0,170.0,170.0,170.0,140.0,140.0,110.0,110.0,210.0,170.0,170.0,170.0,0.596938776,0.6802079999999999
GB,vaccines autism,480.0,320.0,260.0,210.0,320.0,320.0,320.0,390.0,260.0,480.0,480.0,480.0,320.0,0.112715856,1.8533060000000001
GB,vanity faire,12100.0,14800.0,12100.0,12100.0,12100.0,14800.0,14800.0,14800.0,14800.0,14800.0,14800.0,40500.0,14800.0,0.017735853080316003,0.727053
GB,verizon,22200.0,18100.0,18100.0,27100.0,22200.0,22200.0,22200.0,18100.0,18100.0,18100.0,18100.0,18100.0,22200.0,0.010192358,1.143993
GB,vhc stock,20.0,10.0,30.0,30.0,30.0,170.0,50.0,40.0,70.0,10.0,10.0,20.0,40.0,0.025210084033613,
GB,video editer,90500.0,110000.0,110000.0,110000.0,110000.0,90500.0,110000.0,90500.0,110000.0,110000.0,110000.0,110000.0,110000.0,0.11217235323397,1.208915
GB,video streaming,1300.0,1300.0,1000.0,1000.0,1000.0,1000.0,1000.0,1300.0,1300.0,1300.0,1000.0,1000.0,1000.0,0.27349624100000003,1.785909
GB,vietnam war,33100.0,49500.0,40500.0,33100.0,27100.0,40500.0,40500.0,40500.0,40500.0,49500.0,40500.0,49500.0,40500.0,0.003858487216942,0.5816129999999999
GB,vintage record players,3600.0,2900.0,2400.0,1900.0,2400.0,2400.0,2900.0,5400.0,5400.0,2900.0,1900.0,1900.0,2900.0,0.999539595,0.4295100000000001
GB,vintage stores,720.0,720.0,590.0,590.0,720.0,720.0,1000.0,880.0,720.0,880.0,880.0,720.0,720.0,0.17018950400000002,0.907109
GB,vinyl fence,70.0,110.0,90.0,50.0,90.0,90.0,70.0,40.0,30.0,30.0,50.0,90.0,70.0,0.99047619,0.336512
GB,visual thesaurus,1000.0,1000.0,880.0,880.0,720.0,1000.0,1000.0,1000.0,720.0,1000.0,880.0,1000.0,1000.0,0.0035652815343,2.1169700000000002
GB,vmworld,210.0,210.0,320.0,480.0,1000.0,1000.0,1600.0,170.0,90.0,140.0,110.0,170.0,480.0,0.00412881915772,
GB,vodafone,1220000.0,1220000.0,1500000.0,1500000.0,1500000.0,1830000.0,1500000.0,1500000.0,1220000.0,1220000.0,1000000.0,1220000.0,1220000.0,0.185674658,0.16480599999999998
GB,volkswagen gti for sale,480.0,480.0,390.0,390.0,480.0,480.0,480.0,390.0,320.0,390.0,480.0,590.0,480.0,0.532804233,0.500192
GB,vz stock price,20.0,10.0,20.0,50.0,30.0,70.0,90.0,110.0,90.0,70.0,50.0,40.0,50.0,0.096525096525097,5.550418
GB,waffle iron,4400.0,5400.0,4400.0,4400.0,4400.0,5400.0,4400.0,5400.0,5400.0,5400.0,4400.0,4400.0,5400.0,0.999329908,0.287408
GB,waka flocka,8100.0,6600.0,9900.0,9900.0,6600.0,4400.0,6600.0,4400.0,8100.0,4400.0,5400.0,4400.0,6600.0,0.00068552353134,
GB,walgreens pictures coupons,,,,,,,,,,,,,10.0,,
GB,wall coat racks,880.0,720.0,590.0,720.0,720.0,880.0,1300.0,1000.0,880.0,1600.0,1000.0,880.0,880.0,1.0,0.5170509999999999
GB,wallabies world cup,10.0,10.0,10.0,,,10.0,,10.0,10.0,,,10.0,10.0,,
GB,wallpaper for computer,260.0,260.0,210.0,210.0,210.0,320.0,320.0,260.0,320.0,320.0,260.0,320.0,260.0,0.083928571428571,1.9079970000000002
GB,walmart,90500.0,90500.0,90500.0,90500.0,90500.0,90500.0,90500.0,110000.0,74000.0,90500.0,74000.0,90500.0,90500.0,0.030243283000000006,0.059763
GB,walmart baby swing,20.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,10.0,10.0,10.0,10.0,1.0,
GB,wardrobe cabinets,170.0,170.0,140.0,140.0,170.0,140.0,260.0,170.0,170.0,260.0,210.0,210.0,170.0,1.0,1.26029
GB,warriors game tonight,50.0,50.0,70.0,10.0,10.0,10.0,10.0,10.0,30.0,30.0,10.0,20.0,30.0,0.035714285714286004,
GB,ways to induce labor,590.0,590.0,590.0,720.0,720.0,720.0,720.0,590.0,590.0,590.0,480.0,720.0,590.0,0.008327995000000001,0.8792479999999999
GB,weathet,9140000.0,11100000.0,13600000.0,13600000.0,11100000.0,9140000.0,6120000.0,7480000.0,5000000.0,7480000.0,6120000.0,7480000.0,9140000.0,0.015575972811059999,0.33973200000000003
GB,wedding decorators,12100.0,12100.0,12100.0,14800.0,14800.0,12100.0,9900.0,8100.0,6600.0,18100.0,14800.0,12100.0,12100.0,0.9993458709999999,0.388473
GB,wedding photographer price,1000.0,720.0,880.0,880.0,1000.0,1000.0,880.0,480.0,480.0,1300.0,720.0,720.0,880.0,0.939964335,2.282099
GB,weed vape,1300.0,1600.0,1300.0,1300.0,1600.0,1600.0,1600.0,1900.0,1600.0,1900.0,1900.0,2400.0,1600.0,0.95375368690523,0.383886
GB,weight loss clinic,480.0,480.0,390.0,480.0,480.0,390.0,320.0,390.0,320.0,390.0,390.0,390.0,390.0,0.217636684,2.987259
GB,wells fargo online sign on,10.0,10.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,10.0,,
GB,welsh english translation,3600.0,4400.0,4400.0,4400.0,2900.0,3600.0,4400.0,4400.0,3600.0,4400.0,4400.0,4400.0,4400.0,0.019957338999999998,3.014889
GB,western union near me,14800.0,14800.0,14800.0,18100.0,18100.0,22200.0,22200.0,22200.0,22200.0,22200.0,22200.0,22200.0,18100.0,0.099239308,1.67985
GB,wetsuits,18100.0,22200.0,22200.0,33100.0,33100.0,18100.0,14800.0,9900.0,8100.0,12100.0,9900.0,14800.0,18100.0,0.998996614,0.966971
GB,wharton school of business,170.0,480.0,720.0,140.0,90.0,210.0,320.0,320.0,90.0,210.0,260.0,260.0,260.0,0.2,6.122416
GB,what can dogs eat,480.0,480.0,480.0,480.0,590.0,480.0,480.0,480.0,480.0,590.0,480.0,590.0,480.0,0.034354918000000005,2.521623
GB,what does your appendix do,880.0,880.0,720.0,720.0,720.0,880.0,880.0,880.0,880.0,1000.0,880.0,880.0,880.0,0.004178919671877001,
GB,what is an annuity,1300.0,1000.0,880.0,1300.0,1300.0,1000.0,1600.0,1300.0,880.0,1600.0,1300.0,1300.0,1300.0,0.5168991940000001,7.413239
GB,what is cached data,5400.0,5400.0,5400.0,5400.0,6600.0,6600.0,6600.0,6600.0,5400.0,6600.0,5400.0,6600.0,5400.0,0.002136489,
GB,what is deep learning,210.0,210.0,170.0,210.0,210.0,260.0,320.0,390.0,320.0,390.0,320.0,480.0,260.0,0.225974026,6.210287
GB,what is ftp,1000.0,1300.0,1000.0,880.0,720.0,1300.0,1600.0,1900.0,1300.0,1900.0,1600.0,1900.0,1300.0,0.017381574039537002,2.765263
GB,what is hospice care,140.0,110.0,110.0,90.0,90.0,140.0,140.0,170.0,110.0,110.0,210.0,170.0,140.0,0.222821204,2.734408
GB,what should i eat for dinner,720.0,720.0,590.0,590.0,720.0,720.0,720.0,720.0,590.0,590.0,480.0,480.0,590.0,0.05498652291105099,0.767708
GB,what time does the stock market open,260.0,260.0,1300.0,320.0,210.0,260.0,260.0,480.0,210.0,260.0,260.0,260.0,390.0,0.06701298701298701,13.227479
GB,whirlpool gas range,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,0.738815
GB,who killed laura palmer,320.0,320.0,260.0,260.0,320.0,320.0,480.0,390.0,480.0,720.0,720.0,880.0,480.0,0.011342735,
GB,wild yam,1000.0,1000.0,880.0,1300.0,1300.0,880.0,1300.0,880.0,880.0,1000.0,1000.0,1000.0,1000.0,0.95957867017775,0.520493
GB,wine tasting class,50.0,40.0,50.0,50.0,50.0,40.0,50.0,70.0,90.0,90.0,50.0,90.0,70.0,0.576530612,1.575433
GB,wire money,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,320.0,210.0,0.455643482,6.719465
GB,woman tank tops,1000.0,880.0,880.0,1000.0,1000.0,880.0,880.0,720.0,590.0,1000.0,880.0,1000.0,880.0,1.0,1.159892
GB,women flip flops,2900.0,5400.0,5400.0,5400.0,6600.0,4400.0,2400.0,1900.0,1900.0,2900.0,2900.0,4400.0,4400.0,1.0,0.790238
GB,woodstock pizza,50.0,70.0,90.0,70.0,50.0,70.0,70.0,50.0,50.0,70.0,50.0,70.0,70.0,0.010504201680672,
GB,workers comp,390.0,320.0,260.0,320.0,320.0,320.0,320.0,320.0,480.0,390.0,320.0,390.0,390.0,0.42788790157211,21.669045999999998
GB,workout program,880.0,880.0,880.0,720.0,880.0,720.0,720.0,720.0,590.0,1000.0,880.0,880.0,880.0,0.232374222,0.714321
GB,world cup,14800.0,22200.0,60500.0,33100.0,14800.0,18100.0,18100.0,18100.0,9900.0,18100.0,12100.0,27100.0,22200.0,0.008336269,0.724069
GB,xbox one app,1900.0,1600.0,1300.0,1600.0,1300.0,1900.0,1900.0,2400.0,2400.0,1900.0,1600.0,1600.0,1900.0,0.048850574712644014,2.492588
GB,xfinity emails,110.0,90.0,110.0,170.0,260.0,140.0,90.0,90.0,50.0,50.0,70.0,320.0,140.0,0.010884353741496999,2.221739
GB,xna,1300.0,1300.0,1000.0,1300.0,1000.0,1300.0,1000.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,0.001780151312861,
GB,yahoo mail,9140000.0,9140000.0,9140000.0,9140000.0,7480000.0,9140000.0,9140000.0,9140000.0,7480000.0,9140000.0,7480000.0,9140000.0,9140000.0,0.0051047079999999995,0.661297
GB,yankees,14800.0,14800.0,14800.0,18100.0,18100.0,22200.0,18100.0,27100.0,27100.0,14800.0,12100.0,14800.0,18100.0,0.07016043599999999,1.089121
GB,yearly calendar,3600.0,3600.0,3600.0,3600.0,3600.0,4400.0,3600.0,3600.0,2900.0,5400.0,4400.0,3600.0,3600.0,0.917728938,1.505608
GB,yngwie malmsteen,3600.0,4400.0,2900.0,2400.0,2400.0,2400.0,2400.0,2400.0,2900.0,2900.0,3600.0,3600.0,2900.0,0.095446402533017,1.165433
GB,yorkshire pudding,135000.0,135000.0,110000.0,60500.0,74000.0,201000.0,246000.0,135000.0,90500.0,165000.0,201000.0,201000.0,135000.0,0.005653899999999999,0.30897600000000003
GB,youtube,68000000.0,68000000.0,68000000.0,68000000.0,55600000.0,68000000.0,68000000.0,68000000.0,68000000.0,68000000.0,68000000.0,68000000.0,68000000.0,0.016265808,0.304763
GB,z pak,140.0,170.0,170.0,390.0,320.0,320.0,260.0,140.0,170.0,260.0,170.0,210.0,210.0,0.092892329345531,5.929385
GB,zara,1830000.0,1830000.0,2240000.0,1830000.0,1500000.0,1830000.0,2240000.0,2740000.0,2740000.0,1830000.0,1500000.0,1830000.0,2240000.0,0.013757692,0.751274
GB,zero otto nove,20.0,20.0,10.0,10.0,10.0,10.0,20.0,30.0,20.0,20.0,30.0,10.0,20.0,,
GB,zika virus treatment,320.0,880.0,480.0,720.0,720.0,480.0,210.0,170.0,110.0,170.0,140.0,170.0,390.0,0.06554621848739499,2.673125
US,2000 chevy malibu,4400.0,4400.0,4400.0,4400.0,5400.0,4400.0,3600.0,3600.0,3600.0,3600.0,4400.0,4400.0,4400.0,0.08441701600000001,3.922933
US,2000 chevy malibu,4400.0,4400.0,4400.0,4400.0,5400.0,4400.0,3600.0,3600.0,3600.0,3600.0,4400.0,4400.0,4400.0,0.08441701600000001,3.922933
US,2005 mustang,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,18100.0,14800.0,14800.0,18100.0,18100.0,18100.0,18100.0,0.129420919,0.9005500000000001
US,2015 porsche 918 spyder,9900.0,9900.0,9900.0,9900.0,9900.0,8100.0,6600.0,8100.0,8100.0,6600.0,5400.0,5400.0,8100.0,0.08299624600000001,3.707867
US,2015 prius,5400.0,4400.0,4400.0,3600.0,3600.0,3600.0,3600.0,2900.0,2900.0,3600.0,2900.0,3600.0,3600.0,0.355275444,3.690657
US,2016 cadillac srx,9900.0,8100.0,8100.0,8100.0,8100.0,8100.0,6600.0,6600.0,18100.0,18100.0,12100.0,14800.0,9900.0,0.572815449,2.5265009999999997
US,2017 lincoln continental,33100.0,40500.0,40500.0,40500.0,40500.0,40500.0,49500.0,60500.0,74000.0,90500.0,49500.0,40500.0,49500.0,0.402665837,1.8848490000000002
US,22 long rifle ammo,5400.0,5400.0,5400.0,6600.0,5400.0,5400.0,6600.0,8100.0,8100.0,6600.0,5400.0,5400.0,6600.0,0.097527473,0.251128
