Locode,Phrase,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,AvgMsv,Competition,CostPerClick
CA,louis vuitton scarf,720.0,590.0,480.0,480.0,590.0,1000.0,1900.0,1900.0,2900.0,1900.0,1300.0,1000.0,1300.0,0.35039980904643,0.254745
CA,lowes appliances sale,110.0,90.0,70.0,170.0,90.0,140.0,140.0,110.0,170.0,170.0,140.0,170.0,140.0,0.81904761904762,1.022143
CA,luminous definition,1300.0,1300.0,1600.0,480.0,480.0,1000.0,1000.0,1300.0,880.0,1600.0,1000.0,880.0,1000.0,0.009852216748768,
CA,lyft,9900.0,12100.0,12100.0,9900.0,12100.0,12100.0,12100.0,12100.0,9900.0,18100.0,12100.0,14800.0,12100.0,0.144666563,0.967719
CA,m22,170.0,210.0,170.0,140.0,140.0,170.0,140.0,210.0,140.0,140.0,140.0,170.0,170.0,0.035056967572305,
CA,mac vs pc,1000.0,880.0,720.0,720.0,880.0,1000.0,880.0,1000.0,880.0,880.0,880.0,880.0,880.0,0.011833305,1.40089
CA,macbeth,33100.0,27100.0,22200.0,14800.0,8100.0,12100.0,18100.0,22200.0,18100.0,18100.0,12100.0,14800.0,18100.0,0.006560795,1.890406
CA,magnolia bark,210.0,1000.0,590.0,170.0,170.0,140.0,140.0,140.0,90.0,140.0,170.0,140.0,260.0,0.59635666347076,0.117585
CA,malibu boats,1300.0,1600.0,2400.0,4400.0,5400.0,1900.0,1000.0,1000.0,720.0,1300.0,1300.0,1300.0,1900.0,0.12322439080724999,0.499763
CA,map south america,1000.0,720.0,720.0,880.0,1300.0,880.0,880.0,880.0,880.0,1000.0,880.0,880.0,880.0,0.007677254252595999,
CA,margin calls,5400.0,4400.0,3600.0,4400.0,4400.0,4400.0,5400.0,2900.0,2900.0,2900.0,2900.0,3600.0,3600.0,0.004582989265070001,
CA,margot frank,880.0,880.0,590.0,480.0,480.0,320.0,480.0,720.0,720.0,720.0,590.0,720.0,590.0,0.003715937241948,0.045608
CA,marketplace mall,140.0,140.0,110.0,170.0,140.0,110.0,110.0,110.0,140.0,90.0,90.0,90.0,110.0,0.027417027417027003,
CA,marvel vs capcom 2,480.0,590.0,480.0,480.0,480.0,390.0,390.0,590.0,1000.0,590.0,480.0,720.0,590.0,0.030519480519481005,0.234283
CA,mary kate and ashley olsen,4400.0,3600.0,3600.0,5400.0,2400.0,2400.0,1900.0,2900.0,5400.0,4400.0,2400.0,3600.0,3600.0,0.0026432434630549997,
CA,massimo dutti,18100.0,22200.0,27100.0,22200.0,22200.0,22200.0,27100.0,33100.0,33100.0,27100.0,22200.0,27100.0,27100.0,0.1462012787314,0.033809
CA,maternity pajama,140.0,170.0,140.0,170.0,170.0,170.0,210.0,390.0,320.0,210.0,260.0,260.0,210.0,1.0,1.295049
CA,maui babe browning lotion,480.0,590.0,480.0,170.0,170.0,90.0,70.0,90.0,50.0,210.0,260.0,390.0,260.0,0.6580855692530799,0.266797
CA,mbadegree,590.0,480.0,480.0,480.0,390.0,590.0,590.0,720.0,590.0,720.0,720.0,880.0,590.0,0.57763225917629,6.665375999999999
CA,mclaren f1,5400.0,6600.0,6600.0,6600.0,5400.0,5400.0,5400.0,5400.0,4400.0,4400.0,6600.0,8100.0,5400.0,0.01075164,2.4882020000000002
CA,mcminnville or,40.0,30.0,40.0,40.0,40.0,40.0,20.0,20.0,30.0,40.0,30.0,50.0,40.0,0.037900874635569,
CA,meals on wheels,4400.0,4400.0,4400.0,4400.0,4400.0,5400.0,5400.0,5400.0,5400.0,6600.0,5400.0,12100.0,5400.0,0.062199664,1.638348
CA,measuring scales,260.0,210.0,210.0,170.0,140.0,390.0,320.0,320.0,260.0,390.0,260.0,320.0,260.0,0.5042293233082701,1.079352
CA,meat thermometer,1000.0,1000.0,1000.0,1000.0,880.0,1000.0,1900.0,1900.0,3600.0,1600.0,1000.0,1300.0,1600.0,0.992879053,0.6243879999999999
CA,meatloaf recipe,27100.0,22200.0,22200.0,18100.0,22200.0,33100.0,40500.0,40500.0,27100.0,40500.0,33100.0,40500.0,27100.0,0.315382204,0.310315
CA,medicare,2900.0,2900.0,2900.0,2400.0,2400.0,2900.0,3600.0,4400.0,3600.0,4400.0,3600.0,5400.0,3600.0,0.053943674,3.31195
CA,melaleuca reviews,1300.0,1000.0,1000.0,880.0,1000.0,1000.0,1000.0,1300.0,720.0,880.0,590.0,720.0,1000.0,0.15640565849771,0.532551
CA,mens overalls,390.0,480.0,390.0,390.0,480.0,480.0,880.0,390.0,480.0,590.0,480.0,720.0,480.0,1.0,0.495979
CA,mens swim shirt,110.0,110.0,260.0,260.0,320.0,90.0,70.0,110.0,90.0,210.0,170.0,260.0,170.0,1.0,0.756223
CA,mercedes sls amg,1300.0,1000.0,1000.0,1000.0,1000.0,1000.0,880.0,720.0,590.0,720.0,720.0,880.0,880.0,0.052771855010661006,2.169621
CA,merck stock,880.0,720.0,720.0,720.0,880.0,720.0,880.0,1000.0,1000.0,1300.0,1300.0,1000.0,880.0,0.009415013808685998,0.680411
CA,mesothelioma,6600.0,6600.0,6600.0,6600.0,5400.0,6600.0,8100.0,9900.0,9900.0,9900.0,9900.0,14800.0,8100.0,0.099747905,1.948441
CA,messenger bag for women,320.0,320.0,260.0,390.0,720.0,480.0,480.0,590.0,590.0,720.0,480.0,590.0,480.0,1.0,1.121645
CA,met opening hours,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.238095238,
CA,metal cabinet,390.0,390.0,320.0,320.0,320.0,390.0,480.0,390.0,320.0,480.0,390.0,480.0,390.0,1.0,3.794056
CA,metallic tattoos,320.0,390.0,390.0,480.0,390.0,260.0,210.0,140.0,140.0,170.0,140.0,170.0,260.0,0.39126984126984,0.426665
CA,metopera,4400.0,2400.0,3600.0,2900.0,2400.0,2900.0,5400.0,2900.0,3600.0,4400.0,4400.0,4400.0,3600.0,0.41436753395516,0.926422
CA,mileageplus shopping,50.0,50.0,50.0,50.0,50.0,70.0,70.0,90.0,70.0,70.0,50.0,50.0,70.0,0.007653061224489,
CA,military fare,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,10.0,10.0,0.4,0.286138
CA,milkshake near me,320.0,390.0,390.0,590.0,480.0,590.0,480.0,480.0,320.0,590.0,720.0,1000.0,590.0,0.001231527093596,
CA,min min light,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
CA,mixed martial arts,60500.0,49500.0,49500.0,60500.0,49500.0,49500.0,60500.0,60500.0,60500.0,60500.0,49500.0,49500.0,49500.0,0.043053743000000005,1.0787879999999999
CA,mlk,2900.0,2400.0,1900.0,2400.0,1600.0,2400.0,2900.0,4400.0,2400.0,12100.0,3600.0,2900.0,3600.0,0.0031013762357040005,1.2907959999999998
CA,mn humane society,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,10.0,10.0,0.23809523809524,
CA,mobile phone reviews,90.0,70.0,70.0,110.0,110.0,110.0,110.0,110.0,90.0,110.0,70.0,70.0,90.0,0.24285714300000005,1.817025
CA,moby wrap,4400.0,4400.0,3600.0,3600.0,4400.0,4400.0,4400.0,3600.0,2900.0,4400.0,3600.0,3600.0,3600.0,0.51626373626374,0.35602
CA,monday night football,480.0,480.0,320.0,480.0,1900.0,27100.0,27100.0,22200.0,18100.0,3600.0,480.0,320.0,8100.0,0.007018993,
CA,monitor,9900.0,9900.0,9900.0,9900.0,9900.0,12100.0,12100.0,14800.0,12100.0,12100.0,12100.0,12100.0,12100.0,0.638375667,0.6350020000000001
CA,mononucleosis rash,880.0,720.0,590.0,590.0,720.0,720.0,880.0,880.0,1000.0,1000.0,1000.0,1300.0,880.0,0.062925170068027,0.091077
CA,monty python,8100.0,8100.0,8100.0,8100.0,8100.0,12100.0,9900.0,9900.0,9900.0,9900.0,8100.0,9900.0,9900.0,0.005454736,0.296827
CA,mormon underwear,1300.0,1000.0,1300.0,1300.0,1600.0,1300.0,1300.0,1600.0,1600.0,1300.0,1000.0,1300.0,1300.0,0.10199779138640999,0.5108429999999999
CA,mortgage,18100.0,18100.0,18100.0,14800.0,14800.0,18100.0,27100.0,22200.0,14800.0,22200.0,18100.0,22200.0,18100.0,0.5350705,4.214763
CA,mos fet,2900.0,1900.0,1900.0,1600.0,1600.0,2400.0,2400.0,2900.0,2400.0,2400.0,2400.0,3600.0,2400.0,0.062601692157501,3.0622689999999997
CA,mothers day messages,1300.0,22200.0,140.0,90.0,70.0,40.0,30.0,30.0,20.0,20.0,50.0,480.0,1900.0,0.11843951726074001,0.881193
CA,motorola surfboard sb6121,10.0,20.0,20.0,20.0,20.0,20.0,40.0,20.0,20.0,20.0,20.0,20.0,20.0,0.053571428571429006,
CA,moultrie trail cam,260.0,320.0,320.0,390.0,720.0,880.0,1300.0,880.0,590.0,320.0,170.0,90.0,480.0,0.55249569707401,0.242237
CA,movies in the theater,480.0,480.0,480.0,480.0,390.0,390.0,480.0,480.0,720.0,720.0,720.0,880.0,590.0,0.01203007518797,
CA,mozilla thunderbird,4400.0,4400.0,3600.0,4400.0,4400.0,4400.0,4400.0,4400.0,4400.0,4400.0,4400.0,5400.0,4400.0,0.018831956559413,0.541854
CA,mpls news,880.0,320.0,210.0,720.0,390.0,390.0,210.0,320.0,260.0,260.0,210.0,170.0,390.0,0.081980519480519,0.5980249999999999
CA,mudding tires,1300.0,1000.0,720.0,720.0,720.0,880.0,880.0,880.0,720.0,880.0,880.0,1300.0,880.0,0.9992481203007499,0.8265290000000001
CA,multimedia messaging,6600.0,5400.0,6600.0,8100.0,6600.0,6600.0,8100.0,6600.0,6600.0,8100.0,6600.0,6600.0,6600.0,0.020078897212003,0.5482819999999999
CA,museum of science and industry,480.0,720.0,590.0,590.0,880.0,590.0,590.0,390.0,320.0,480.0,480.0,720.0,590.0,0.07592407592407599,0.987129
CA,museums of art,110.0,140.0,170.0,170.0,170.0,140.0,170.0,140.0,110.0,170.0,140.0,170.0,170.0,0.058823529411765,2.731456
CA,mushroom grow kit,140.0,140.0,140.0,140.0,110.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,170.0,0.4250657318142,0.318071
CA,music beats,320.0,320.0,320.0,260.0,210.0,320.0,390.0,320.0,320.0,390.0,320.0,390.0,320.0,0.16915227629513,0.999248
CA,music beats,320.0,320.0,320.0,260.0,210.0,320.0,390.0,320.0,320.0,390.0,320.0,390.0,320.0,0.16915227629513,0.999248
CA,musical shops,10.0,10.0,10.0,20.0,10.0,10.0,20.0,10.0,20.0,40.0,20.0,20.0,20.0,0.17857142857143,0.247265
CA,mutual fund reviews,30.0,30.0,20.0,20.0,10.0,30.0,20.0,30.0,10.0,50.0,30.0,30.0,30.0,0.535714286,4.795224
CA,my sprint login,10.0,10.0,20.0,30.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.040816326530612006,
CA,myaccountinglab,9900.0,8100.0,5400.0,4400.0,1900.0,18100.0,18100.0,14800.0,6600.0,14800.0,12100.0,14800.0,9900.0,0.005883304354858,15.955601000000001
CA,mywalden,1000.0,1000.0,880.0,1000.0,1000.0,1000.0,1300.0,1000.0,880.0,880.0,880.0,1000.0,1000.0,0.0032872209286390003,0.015235
CA,narcissistic personality,6600.0,720.0,390.0,480.0,1900.0,12100.0,8100.0,480.0,390.0,1000.0,2900.0,590.0,2900.0,0.14285714285714002,0.447369
CA,nba playoffs,368000.0,1000000.0,246000.0,3600.0,1300.0,1000.0,1300.0,2400.0,1900.0,1900.0,3600.0,14800.0,135000.0,0.047631180999999995,0.540075
CA,nearest truck stop,140.0,110.0,110.0,140.0,170.0,110.0,90.0,90.0,90.0,90.0,110.0,90.0,110.0,0.11520737327189,1.959841
CA,neon genesis evangelion,5400.0,5400.0,5400.0,5400.0,6600.0,4400.0,5400.0,4400.0,5400.0,5400.0,5400.0,5400.0,5400.0,0.003791112,0.22903800000000002
CA,net neutrality,1900.0,1000.0,2400.0,1600.0,1000.0,1900.0,1900.0,4400.0,2900.0,6600.0,4400.0,3600.0,2900.0,0.041723229,1.13879
CA,network administrator,1000.0,1000.0,1000.0,880.0,880.0,1000.0,1000.0,1000.0,880.0,1300.0,1000.0,1000.0,1000.0,0.302876898,3.851978
CA,neville longbottom,6600.0,5400.0,6600.0,5400.0,6600.0,6600.0,6600.0,9900.0,5400.0,8100.0,6600.0,8100.0,6600.0,0.001283697047496,
CA,new balance,60500.0,49500.0,40500.0,40500.0,40500.0,40500.0,40500.0,49500.0,33100.0,40500.0,40500.0,49500.0,40500.0,0.3618583,0.099495
CA,new jordans shoes 2015,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,
CA,new kids movie,3600.0,2900.0,3600.0,3600.0,4400.0,4400.0,5400.0,5400.0,5400.0,6600.0,5400.0,6600.0,4400.0,0.026188566846145,2.8025580000000003
CA,newtons cradle,480.0,480.0,390.0,390.0,390.0,590.0,720.0,1000.0,880.0,590.0,590.0,720.0,590.0,0.32980132450331,0.257932
CA,nfl sunday ticket,260.0,210.0,320.0,720.0,2900.0,6600.0,1900.0,1300.0,1000.0,590.0,140.0,140.0,1300.0,0.034285714285714,0.105395
CA,nhs,4400.0,3600.0,12100.0,3600.0,2900.0,3600.0,4400.0,4400.0,3600.0,4400.0,3600.0,4400.0,4400.0,0.0029506859999999997,0.056157000000000006
CA,nitrous,880.0,880.0,720.0,720.0,720.0,880.0,880.0,880.0,720.0,880.0,880.0,880.0,880.0,0.015728879520026003,0.015295
CA,nla for her,590.0,390.0,390.0,480.0,390.0,320.0,260.0,390.0,320.0,480.0,480.0,590.0,390.0,0.28121878100000003,0.5324720000000001
CA,no kill shelter,70.0,110.0,110.0,90.0,90.0,110.0,90.0,90.0,90.0,140.0,110.0,140.0,110.0,0.16459627300000002,1.366488
CA,normal beats per minute,480.0,480.0,480.0,390.0,480.0,480.0,590.0,590.0,590.0,720.0,590.0,590.0,590.0,0.017631103074141,0.7939470000000001
CA,northwood apt,30.0,40.0,30.0,40.0,40.0,30.0,40.0,50.0,20.0,20.0,30.0,40.0,30.0,0.06766917293233099,0.719316
CA,norwich un,480.0,480.0,480.0,390.0,590.0,590.0,720.0,590.0,590.0,590.0,590.0,720.0,590.0,0.037461180124224,4.7025
CA,nsbe,70.0,50.0,50.0,50.0,70.0,90.0,90.0,90.0,50.0,90.0,70.0,110.0,70.0,0.0024630541871920003,
CA,nuclear power,2900.0,2400.0,1900.0,1000.0,1000.0,1300.0,1900.0,2900.0,1900.0,2400.0,1900.0,2400.0,1900.0,0.041233352,2.069113
CA,nyquist frequency,480.0,320.0,260.0,260.0,210.0,320.0,480.0,480.0,480.0,320.0,480.0,480.0,390.0,0.00031887800000000003,
CA,ocoee high school,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.020408163265306003,
CA,odyssey sparknotes,210.0,70.0,70.0,10.0,30.0,210.0,210.0,210.0,210.0,140.0,140.0,140.0,140.0,0.006944444444444001,
CA,off broadway reviews,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.428571429,
CA,off the shoulder top,2900.0,4400.0,5400.0,6600.0,5400.0,4400.0,2900.0,2900.0,2900.0,4400.0,4400.0,5400.0,4400.0,1.0,0.7071759999999999
CA,oil change,22200.0,27100.0,27100.0,27100.0,27100.0,27100.0,27100.0,33100.0,27100.0,27100.0,27100.0,33100.0,27100.0,0.395761624,3.2739130000000003
CA,onion rings,2900.0,2900.0,3600.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,3600.0,3600.0,4400.0,2900.0,0.07139441142310601,0.439359
CA,opera house,2400.0,2400.0,1900.0,1600.0,1900.0,2400.0,2400.0,5400.0,2400.0,1900.0,2400.0,3600.0,2400.0,0.07303485,1.794129
CA,opk,2400.0,2900.0,1900.0,1000.0,1600.0,1300.0,1300.0,1900.0,1600.0,1000.0,720.0,1000.0,1600.0,0.019436345966958,0.358504
CA,orbtiz,40500.0,49500.0,49500.0,49500.0,49500.0,40500.0,40500.0,40500.0,33100.0,49500.0,40500.0,40500.0,40500.0,0.19127290693496,0.158114
CA,ordering groceries online,320.0,320.0,260.0,320.0,320.0,390.0,480.0,480.0,480.0,590.0,480.0,590.0,390.0,0.70311252992817,1.98226
CA,organize stores,480.0,480.0,390.0,480.0,590.0,590.0,590.0,590.0,480.0,720.0,480.0,590.0,480.0,0.28879753340185,0.423082
CA,osteogenesis imperfecta,12100.0,12100.0,9900.0,9900.0,9900.0,12100.0,12100.0,12100.0,12100.0,12100.0,12100.0,14800.0,12100.0,0.005911184971706,0.49246999999999996
CA,ostrich egg,1000.0,1000.0,880.0,720.0,880.0,880.0,1000.0,1000.0,880.0,1300.0,1000.0,1000.0,1000.0,0.06204423191870901,0.06404
CA,outdoor string lights,1000.0,1600.0,1300.0,1300.0,1000.0,720.0,390.0,390.0,260.0,320.0,320.0,390.0,720.0,0.999005635,0.6455139999999999
CA,outfit maker,390.0,320.0,260.0,260.0,260.0,260.0,210.0,260.0,260.0,210.0,260.0,260.0,260.0,0.27103331451157997,0.882099
CA,oven baked bacon,480.0,480.0,480.0,480.0,480.0,590.0,720.0,590.0,880.0,720.0,880.0,720.0,590.0,0.0060277275467140005,0.07764800000000001
CA,overton,1300.0,1600.0,1600.0,1900.0,1600.0,880.0,590.0,720.0,480.0,480.0,720.0,880.0,1000.0,0.061249137336093995,0.041492
CA,pack,1600.0,1300.0,1600.0,1600.0,1300.0,1600.0,1600.0,1600.0,1600.0,1900.0,1900.0,1900.0,1600.0,0.030181086519115007,0.99312
CA,pain under right rib cage,260.0,170.0,210.0,390.0,390.0,170.0,170.0,390.0,390.0,260.0,170.0,210.0,260.0,0.09288917360666199,0.030406
CA,painting paneling,210.0,210.0,170.0,210.0,210.0,210.0,210.0,170.0,140.0,210.0,210.0,210.0,210.0,0.12428571428571,0.045037
CA,pancreatitis symptoms,1900.0,1900.0,3600.0,5400.0,1900.0,1300.0,1900.0,4400.0,3600.0,1900.0,1600.0,2400.0,2400.0,0.14029318321164,0.150886
CA,panera bread near me,210.0,390.0,480.0,590.0,390.0,480.0,590.0,590.0,480.0,480.0,590.0,720.0,480.0,0.043940609951846,0.3264
CA,panties for sale,260.0,390.0,320.0,210.0,210.0,320.0,390.0,390.0,260.0,390.0,390.0,320.0,320.0,0.9842169162282499,0.571429
CA,parent magazine,590.0,590.0,480.0,390.0,480.0,480.0,720.0,590.0,480.0,590.0,480.0,480.0,480.0,0.19762845849802,1.208984
CA,password manager,3600.0,3600.0,3600.0,4400.0,4400.0,5400.0,4400.0,4400.0,5400.0,6600.0,9900.0,8100.0,5400.0,0.44881975,7.459948
CA,patio door blinds,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,590.0,720.0,880.0,1000.0,880.0,1.0,1.1920520000000001
CA,pbs curious george,90.0,50.0,30.0,30.0,30.0,30.0,40.0,30.0,40.0,70.0,50.0,50.0,50.0,0.08403361344537798,1.6365889999999998
CA,pcs connection,170.0,170.0,210.0,170.0,170.0,210.0,170.0,170.0,210.0,210.0,210.0,260.0,210.0,0.026785714285714003,0.5199189999999999
CA,penalty box,3600.0,4400.0,4400.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,0.001278195,
CA,pension plan,1300.0,1300.0,1600.0,1300.0,1300.0,1300.0,1300.0,3600.0,1600.0,2400.0,1900.0,2400.0,1900.0,0.277106886,1.689909
CA,penske used trucks,480.0,320.0,210.0,140.0,210.0,260.0,390.0,260.0,210.0,260.0,320.0,480.0,320.0,0.44966442953019997,1.83915
CA,peppermint candy,260.0,260.0,260.0,210.0,260.0,260.0,390.0,720.0,1000.0,390.0,390.0,320.0,390.0,0.05261027923917401,
CA,perfect ass,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,6600.0,0.0071971949394080015,0.0567
CA,pflag,1000.0,720.0,1300.0,1000.0,590.0,590.0,720.0,720.0,590.0,720.0,720.0,880.0,880.0,0.003164056320202,
CA,pharmacy copay,10.0,10.0,,,10.0,10.0,10.0,10.0,,,10.0,10.0,10.0,0.14285714300000002,
CA,photography frames,3600.0,3600.0,3600.0,4400.0,4400.0,4400.0,4400.0,5400.0,6600.0,4400.0,4400.0,4400.0,4400.0,0.56743628983964,0.7696149999999999
CA,piano keyboards,4400.0,3600.0,3600.0,2900.0,2900.0,3600.0,4400.0,5400.0,8100.0,9900.0,8100.0,8100.0,5400.0,0.37059589531024,0.531502
CA,pick,2900.0,2900.0,2900.0,2400.0,2900.0,2900.0,3600.0,2900.0,2900.0,3600.0,2900.0,3600.0,2900.0,0.014260768335274,0.600907
CA,pickup truck,4400.0,4400.0,3600.0,3600.0,4400.0,4400.0,4400.0,4400.0,3600.0,4400.0,4400.0,4400.0,4400.0,0.460626232,7.919998
CA,picture puzzle,880.0,880.0,880.0,880.0,720.0,880.0,1300.0,1000.0,1600.0,1300.0,1000.0,1000.0,1000.0,0.38380138380138,1.034701
CA,pieces,14800.0,14800.0,12100.0,12100.0,12100.0,14800.0,14800.0,14800.0,14800.0,18100.0,18100.0,18100.0,14800.0,0.0047755262293369995,1.075804
CA,pike place market hours,110.0,170.0,170.0,260.0,260.0,210.0,140.0,210.0,260.0,170.0,140.0,170.0,210.0,0.07902735562310001,0.930063
CA,pill identifier,6600.0,5400.0,4400.0,2900.0,3600.0,5400.0,5400.0,3600.0,2900.0,5400.0,6600.0,6600.0,5400.0,0.018942731,1.628008
CA,pink bedding,210.0,140.0,140.0,210.0,260.0,210.0,210.0,260.0,210.0,210.0,140.0,210.0,210.0,1.0,0.599074
CA,pink fluffy unicorns dancing on rainbows,3600.0,2900.0,2400.0,1900.0,1600.0,1600.0,1900.0,1900.0,1900.0,1600.0,1600.0,1600.0,1900.0,0.0066989507667470005,
CA,pizza,201000.0,246000.0,246000.0,246000.0,246000.0,301000.0,301000.0,246000.0,301000.0,301000.0,246000.0,301000.0,246000.0,0.044038608,1.195747
CA,pizza rat,880.0,720.0,590.0,590.0,480.0,480.0,720.0,590.0,720.0,480.0,390.0,390.0,590.0,0.004124484439445001,
CA,pizza recipe,6600.0,6600.0,5400.0,5400.0,5400.0,5400.0,6600.0,6600.0,5400.0,6600.0,6600.0,6600.0,6600.0,0.10769008383925999,0.644133
CA,planet fitness memberships,70.0,110.0,90.0,90.0,70.0,70.0,70.0,90.0,110.0,210.0,110.0,140.0,110.0,0.16043956043956,0.62383
CA,plasti dip,22200.0,18100.0,14800.0,14800.0,14800.0,12100.0,12100.0,9900.0,6600.0,8100.0,8100.0,12100.0,12100.0,0.52229999763521,0.214693
CA,plymouth prowler,1300.0,1600.0,1900.0,1900.0,1900.0,1600.0,1600.0,880.0,880.0,1600.0,880.0,1000.0,1300.0,0.13607173149158,0.25018
CA,porsche cayman for sale,320.0,390.0,320.0,260.0,260.0,320.0,260.0,260.0,320.0,320.0,320.0,390.0,320.0,0.43031784841076004,0.576796
CA,portal log in,720.0,590.0,590.0,390.0,480.0,880.0,880.0,880.0,590.0,720.0,720.0,720.0,720.0,0.0007270083605960001,
CA,potato ricer,1000.0,880.0,880.0,880.0,1600.0,1600.0,1900.0,1900.0,2900.0,1900.0,1300.0,1300.0,1600.0,0.8604926108374399,0.329778
CA,potomac md,90.0,70.0,70.0,50.0,50.0,50.0,70.0,50.0,70.0,70.0,50.0,50.0,70.0,0.012315270935961,
CA,pound sterling,1000.0,1000.0,12100.0,2900.0,1600.0,1000.0,2400.0,1600.0,1000.0,1600.0,1300.0,1300.0,2400.0,0.011781011999999999,0.9884209999999999
CA,poutine,40500.0,49500.0,49500.0,60500.0,60500.0,60500.0,60500.0,60500.0,49500.0,60500.0,60500.0,60500.0,60500.0,0.001992952457974,0.32776000000000005
CA,powerlifting,3600.0,2900.0,2900.0,2900.0,3600.0,2900.0,3600.0,3600.0,3600.0,4400.0,3600.0,3600.0,3600.0,0.037885172,0.9637899999999999
CA,prada eyeglasses,880.0,720.0,720.0,720.0,880.0,1000.0,880.0,880.0,720.0,1000.0,880.0,1000.0,880.0,0.87994962921506,1.327628
CA,pre workouts,6600.0,6600.0,5400.0,5400.0,5400.0,5400.0,6600.0,6600.0,5400.0,8100.0,6600.0,8100.0,6600.0,0.5782961990000001,0.781794
CA,prefab house,590.0,590.0,590.0,590.0,590.0,590.0,480.0,590.0,480.0,720.0,720.0,720.0,590.0,0.82686335403727,0.929189
CA,prescription glasses,1600.0,1300.0,1300.0,1600.0,1600.0,1900.0,1900.0,1900.0,1900.0,2400.0,1900.0,2400.0,1900.0,0.999944153,3.3786370000000003
CA,primary school,1600.0,1900.0,1600.0,1600.0,1900.0,2400.0,1900.0,1900.0,1600.0,2400.0,1900.0,2400.0,1900.0,0.005357143000000001,
CA,progressive auto insurance quotes,10.0,10.0,20.0,20.0,10.0,10.0,20.0,20.0,10.0,10.0,10.0,20.0,10.0,0.76785714285714,10.183945
CA,proquest,2900.0,1900.0,1900.0,1600.0,1300.0,4400.0,6600.0,6600.0,2400.0,3600.0,5400.0,6600.0,3600.0,0.011299301755048,1.335709
CA,ps4 gta 5,320.0,260.0,320.0,320.0,320.0,260.0,320.0,480.0,720.0,590.0,320.0,390.0,390.0,0.26272984441301,0.194154
CA,psn plus,5400.0,6600.0,8100.0,5400.0,9900.0,12100.0,9900.0,12100.0,18100.0,12100.0,8100.0,8100.0,9900.0,0.18534253850239002,0.24234099999999997
CA,pugs,49500.0,49500.0,40500.0,40500.0,40500.0,40500.0,49500.0,49500.0,49500.0,49500.0,40500.0,49500.0,49500.0,0.022861142420827003,0.752139
CA,pyracantha,390.0,480.0,390.0,320.0,320.0,390.0,390.0,390.0,210.0,260.0,260.0,320.0,320.0,0.013626373626373998,
CA,python tutorial,4400.0,4400.0,4400.0,4400.0,3600.0,6600.0,5400.0,5400.0,5400.0,6600.0,6600.0,6600.0,5400.0,0.333057239,1.406726
CA,queen bedroom,1600.0,1600.0,1600.0,1900.0,2400.0,1900.0,1900.0,2400.0,1900.0,2400.0,1900.0,2400.0,1900.0,0.9995888157894699,0.993777
CA,radiation therapy cancer,20.0,10.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,20.0,30.0,20.0,20.0,0.27891156500000003,
CA,radio tune,2900.0,2900.0,2900.0,3600.0,3600.0,3600.0,4400.0,3600.0,3600.0,3600.0,2900.0,2400.0,3600.0,0.20951296236033998,0.481841
CA,radio tune,2900.0,2900.0,2900.0,3600.0,3600.0,3600.0,4400.0,3600.0,3600.0,3600.0,2900.0,2400.0,3600.0,0.20951296236033998,0.481841
CA,rainx wiper blades,70.0,140.0,110.0,30.0,10.0,10.0,260.0,390.0,70.0,30.0,40.0,110.0,110.0,0.25740025740026,0.6709430000000001
CA,ralph lauren boots,50.0,30.0,40.0,50.0,170.0,390.0,720.0,720.0,590.0,390.0,210.0,140.0,320.0,0.9455292909999999,0.5390550000000001
CA,rdn login,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,
CA,recording studio equipment,70.0,70.0,50.0,40.0,50.0,70.0,90.0,90.0,90.0,70.0,70.0,90.0,70.0,0.97959183673469,0.516316
CA,red wing heritage,320.0,210.0,210.0,210.0,320.0,590.0,720.0,720.0,590.0,590.0,480.0,480.0,480.0,0.55490767735666,0.420655
CA,remote control motorcycle,170.0,110.0,140.0,170.0,210.0,140.0,140.0,260.0,390.0,170.0,140.0,140.0,170.0,0.6780538302277399,0.162888
